id,word,gloss,WordStatus
2301,Sichem," portion; shoulder",1
2302,Siddim, the tilled field,1
2303,Sidon," hunting; fishing; venison",1
2304,Sigionoth, according to variable songs or tunes,1
2305,Sihon," rooting out; conclusion",1
2306,Sihor," black; trouble (the river Nile)",1
2307,Silas, three,1
2308,Silla, exalting,1
2309,Siloa, Siloam,1
2310,Silvanus, who loves the forest,1
2311,Simeon," that hears or obeys; that is heard",1
2312,Simon," that hears; that obeys",1
2313,Sin, bush,1
2314,Sinai," a bush; enmity",1
2315,Sinim, south country,1
2316,Sion," noise; tumult",1
2317,Sippai," threshold; silver cup",1
2318,Sinon," a breast-plate; deliverance",1
2319,Sisamai," house; blindness",1
2320,Sisera, that sees a horse or a swallow,1
2321,Sitnah, hatred,1
2322,Sivan, a bush or thorn,1
2323,Smyrna, myrrh,1
2324,So," a measure for grain; vail",1
2325,Socoh," tents; tabernacles",1
2326,Sodi, my secret,1
2327,Sodom," their secret; their cement",1
2328,Solomon," peaceable; perfect; one who recompenses",1
2329,Sopater, Sosipater,1
2330,Sophereth, scribe,1
2331,Sorek," vine; hissing; a color inclining to yellow",1
2332,Sosthenes," savior; strong; powerful",1
2333,Sotai," conclusion in pleading; binding",1
2334,Spain," rare; precious",1
2335,Stachys, spike or ear of corn,1
2336,Stephanas," crown; crowned",1
2337,Stephen, same as Stephanas,1
2338,Suah," speaking; entreating; ditch",1
2339,Succoth," tents; tabernacles",1
2340,Succoth-benoth, the tents of daughters,1
2341,Sud, my secret,1
2342,Sur," that withdraws or departs; rebellion",1
2343,Susanna," lily; rose; joy",1
2344,Susi," horse; swallow; moth",1
2345,Sychar, end,1
2346,Syene," a bush; enmity",1
2347,Syntyche, that speaks or discourses,1
2348,Syracuse, that draws violently,1
2349,Taanach," who humbles thee; who answers thee",1
2350,Taanach-shilo, breaking down a fig-tree,1
2351,Tabbath," good; goodness",1
2352,Tabeal, Tabeel,1
2353,Taberah, burning,1
2354,Tabitha," clear-sighted; a roe-deer",1
2355,Tabor," choice; purity; bruising",1
2356,Tabrimon," good pomegranate; the navel; the middle",1
2357,Tadmor," the palm-tree; bitterness",1
2358,Tahan," beseeching; merciful",1
2359,Tahapenes, secret temptation,1
2360,Tahath," fear; going down",1
2361,Tahpenes," standard; flight; temptation",1
2362,Tahrea," anger; wicked contention",1
2363,Talitha-cumi, young woman,1
2364,Talmai," my furrow; that suspends the waters; heap of waters",1
2365,Tamah," blotting or wiping out; smiting",1
2366,Tamar," palm; palm-tree",1
2367,Tammuz," abstruse; concealed; consumed",1
2368,Tanach, same as Taanach,1
2369,Tanhumeth," consolation; repentance",1
2370,Taphath," distillation; drop",1
2371,Tappuah," apple; swelling",1
2372,Tarah," a hair; a wretch; one banished",1
2373,Taralah, searching out slander,1
2374,Tarea," howling; doing evil",1
2375,Tarpelites," ravishers; succession of miracles",1
2376,Tarshish," contemplation; examination",1
2377,Tarsus," winged; feathered",1
2378,Tartak," chained; bound; shut up",1
2379,Tartan, a general (official title),1
2380,Tatnai," that gives; the overseer of the gifts and tributes",1
2381,Tebah," murder; butchery; guarding of the body; a cook",1
2382,Tebaliah, baptism,1
2383,Tebeth, good,1
2384,Tehinnah," entreaty; a favor",1
2385,Tekel, weight,1
2386,Tekoa," trumpet; that is confirmed",1
2387,Telabib, a heap of new grain,1
2388,Telah," moistening; greenness",1
2389,Telassar," taking away; heaping up",1
2390,Telem," their dew; their shadow",1
2391,Telharsa, suspension of the plow,1
2392,Tel-melah, heap of salt,1
2393,Tema," admiration; perfection; consummation",1
2394,Teman, Temani,1
2395,Terah," to breathe; scent; blow",1
2396,Teraphim," images; idols",1
2397,Tertius, third,1
2398,Tertullus, third,1
2399,Tetrarch, governor of a fourth part,1
2400,Thaddeus, that praises or confesses,1
2401,Thahash," that makes haste; that keeps silence",1
2402,Thamah," that blots out; that suppresses",1
2403,Tharah, same as Terah,1
2404,Thebez," muddy; eggs; fine linen or silk",1
2405,Thelasar, same as Telassar,1
2406,Theophilus, friend of God,1
2407,Thessalonica, victory against the Thessalians,1
2408,Theudas, flowing with water,1
2409,Thomas, a twin,1
2410,Thummim," perfection; truth",1
2411,Thyatira," a perfume; sacrifice of labor",1
2412,Tibbath," killing; a cook",1
2413,Tiberias," good vision; the navel",1
2414,Tiberius, the son of Tiber,1
2415,Tibni," straw; hay",1
2416,Tidal," that breaks the yoke; knowledge of elevation",1
2417,Tiglath-pileser, that binds or takes away captivity,1
2418,Tikvah," hope; a little line; congregation",1
2419,Tilon, murmuring,1
2420,Timeus," perfect; admirable; honorable",1
2421,Timnah, forbidding,1
2422,Timnath," image; figure; enumeration",1
2423,Timnath-heres, or Timnath-serah,1
2424,Timon," honorable; worthy",1
2425,Timotheus," honor of God; valued of God",1
2426,Tiphsah," passage; leap; step; the passover",1
2427,Tirhakah," inquirer; examiner; dull observer",1
2428,Tiria, searching out,1
2429,Tirshatha, a governor,1
2430,Tirzah," benevolent; complaisant; pleasing",1
2431,Tishbite, that makes captive,1
2432,Titus, pleasing,1
2433,Toah," weapon; dart",1
2434,Tob," good; goodness",1
2435,Tob-adonijah," my good God; the goodness of the foundation of the Lord",1
2436,Tobiah, Tobijah,1
2437,Tochen, middle,1
2438,Togarmah, which is all bone,1
2439,Tohu," that lives; that declares",1
2440,Toi, who wanders,1
2441,Tola," worm; grub; scarlet",1
2442,Tophet," a drum; betraying",1
2443,Trachonitis, stony,1
2444,Troas, penetrated,1
2445,Trophimus," well educated; well brought up",1
2446,Tryphena," delicious; delicate",1
2447,Tryphon, masculine of Tryphena,1
2448,Tryphosa, thrice shining,1
2449,Tubal," the earth; the world; confusion",1
2450,Tubal-cain," worldly possession; possessed of confusion",1
2451,Tychicus," casual; by chance",1
2452,Tyrannus," a prince; one that reigns",1
2453,Tyre, Tyrus,1
2454,Ucal, power,1
2455,Uel, desiring God,1
2456,Ulai," strength; fool; senseless",1
2457,Ulam," the porch; the court; their strength; their folly",1
2458,Ulla," elevation; leaf; young child",1
2459,Ummah," darkened; covered; his people",1
2460,Unni," poor; afflicted; that answers",1
2461,Uphaz," pure gold; gold of Phasis or Pison",1
2462,Upharsin, divided,1
2463,Ur, fire,1
2464,Urbane, courteous,1
2465,Uri, my light,1
2466,Uriah, or Urijah,1
2467,Uriel, same as Uriah,1
2468,Urim," lights; fires",1
2469,Uthai, my iniquity,1
2470,Uz," counsel; words",1
2471,Uzai, he,1
2472,Uzal, wandering,1
2473,Uzzah," strength; goat",1
2474,Uzzen-sherah, ear of the flesh,1
2475,Uzzi," my strength; my kid",1
2476,Uzziah, Uzziel,1
2477,Vajezatha, sprinkling the chamber,1
2478,Vaniah, nourishment,1
2479,Vashni," the second; changed; a tooth",1
2480,Vashti," that drinks; thread",1
2481,Vophsi," fragrant; diminution",1
2482,Zaanannim," movings; a person asleep",1
2483,Zaavan, trembling,1
2484,Zabad," dowry; endowed",1
2485,Zabbai, flowing,1
2486,Zabdi, same as Zabad,1
2487,Zaccai," pure meat; just",1
2488,Zaccheus," pure; clean; just",1
2489,Zaccur," of the male kind; mindful",1
2490,Zachariah, memory of the Lord,1
2491,Zadok," just; justified",1
2492,Zaham," crime; filthiness; impurity",1
2493,Zair," little; afflicted; in tribulation",1
2494,Zalaph," shadow; ringing; shaking",1
2495,Zalmon," his shade; his image",1
2496,Zalmonah," the shade; the sound of the number; his image",1
2497,Zalmunna," shadow; image; idol forbidden",1
2498,Zamzummims," projects of crimes; enormous crimes",1
2499,Zanoah," forgetfulness; desertion",1
2500,Zaphnath-paaneah, one who discovers hidden things,1
2501,Zarah," east; brightness",1
2502,Zareah," leprosy; hornet",1
2503,Zared, strange descent,1
2504,Zarephath, ambush of the mouth,1
2505,Zaretan," tribulation; perplexity",1
2506,Zatthu, olive tree,1
2507,Zaza, belonging to all,1
2508,Zebadiah," portion of the Lord; the Lord is my portion",1
2509,Zebah," victim; sacrifice",1
2510,Zebedee," abundant; portion",1
2511,Zebina," flowing now; selling; buying",1
2512,Zeboiim," deer; goats",1
2513,Zebudah," endowed; endowing",1
2514,Zebul, a habitation,1
2515,Zebulun, Zebulon,1
2516,Zechariah, same as Zachariah,1
2517,Zedad," his side; his hunting",1
2518,Zedekiah," the Lord is my justice; the justice of the Lord",1
2519,Zeeb, wolf,1
2520,Zelah," rib; side; halting",1
2521,Zelek, the shadow or noise of him that licks or laps,1
2522,Zelophehad, the shade or tingling of fear,1
2523,Zelotes, zealous,1
2524,Zelzah, noontide,1
2525,Zemaraim," wool; pith",1
2526,Zemira," song; vine; palm",1
2527,Zenan," coldness; target; weapon",1
2528,Zenas, living,1
2529,Zephaniah, the Lord is my secret,1
2530,Zephath," which beholds; that attends or that covers",1
2531,Zepho, Zephon,1
2532,Zer, perplexity,1
2533,Zerah, same as Zarah,1
2534,Zerahiah," the Lord rising; brightness of the Lord",1
2535,Zeredah," ambush; change of dominion",1
2536,Zeresh," misery; strange; dispersed inheritance",1
2537,Zereth, same as Zer,1
2538,Zeror," root; that straitens or binds; that keeps tight",1
2539,Zeruah," leprous; wasp; hornet",1
2540,Zerubbabel," a stranger at Babylon; dispersion of confusion",1
2541,Zeruiah, pain or tribulation of the Lord,1
2542,Zethar, he that examines or beholds,1
2543,Zia," sweat; swelling",1
2544,Ziba," army; fight; strength",1
2545,Zibeon, iniquity that dwells,1
2546,Zibiah," the Lord dwells; deer; goat",1
2547,Zichri," that remembers; that is a man",1
2548,Ziddim," huntings; treasons; destructions",1
2549,Zidkijah, justice of the Lord,1
2550,Zidon," hunting; fishing; venison",1
2551,Zif," this or that; brightness; comeliness",1
2552,Ziha," brightness; whiteness; drought",1
2553,Ziklag, measure pressed down,1
2554,Zillah," shadow; the tingling of the ear",1
2555,Zilpah, distillation from the mouth,1
2556,Zilthai," my shadow; my talk",1
2557,Zimmah," thought; wickedness",1
2558,Zimran," song; singer; vine",1
2559,Zimzi," my field; my vine",1
2560,Zin," buckler; coldness",1
2561,Zina," shining; going back",1
2562,Zion," monument; raised up; sepulcher",1
2563,Zior, ship of him that watches,1
2564,Ziph," this mouth or mouthful; falsehood",1
2565,Ziphron," falsehood of a song; rejoicing",1
2566,Zippor," bird; sparrow; crown; desert",1
2567,Zipporah," beauty; trumpet; mourning",1
2568,Zithri," to hide; demolished",1
2569,Ziz," flower; branch; a lock of hair",1
2570,Ziza, same as Zina,1
2571,Zoan, motion,1
2572,Zoar," little; small",1
2573,Zobah, Zobebah,1
2574,Zohar," white; bright; dryness",1
2575,Zoheleth, that creeps,1
2576,Zoheth," separation; amazing",1
2577,Zophah," viol; honeycomb",1
2578,Zophar," rising early; crown",1
2579,Zophim, place for a watchman,1
2580,Zorah," leprosy; scab; hornet",1
2581,Zorobabel, same as Zerubbabel,1
2582,Zuar, same as Zoar,1
2583,Zuph, that beholds,1
2584,Zur," stone; rock; that besieges",1
2585,Zuriel, rock or strength of God,1
2586,Zurishaddai, the Almighty is my rock and strength,1
2587,Zuzims," the posts of a door; splendor; beauty",1
2589,ss,dd,1
