id,word,gloss,title,WordStatus
937,Charm,"CHARM, CHARMER . See Adder, Asp, Divination.","",1
938,Charran,"CHAR'RAN . Acts 7:2, Ex 6:4. The Greek form of Haran, which see.","",1
939,Chatter,"CHAT'TER . See Crane, Swallow.","",1
940,Chebar,"CHE'BAR, a river in Chaldaea, Eze 1:1, Num 1:3; Eze 3:15, etc.;
   probably the same as Habor, and perhaps the royal canal which connected
   the Tigris with the Euphrates, 30 miles above Babylon.
","",1
941,Chebel,"CHE'BEL (cord),a Hebrew topographical term, Josh 2:15; 1 Sam 10:5; Ps
   16:6; usually applied to the Argob. Deut 3:4, Deut 3:13-14; 1 Kgs 4:13.
   See under Bashan.","",1
942,Chedorlaomer,"CHEDORLA'OMER (handful of sheaves), the king of Elam, and one of the
   four allied kings who subjected the kings of the five cities of the
   plain. These remained in the service of Chedorlaomer for twelve years,
   but in the thirteenth rebelled. Chedorlaomer summoned the allies, met
   the five kings, completely routed them, carried off much spoil, part of
   which belonged to Lot, whom they likewise captured. Abram started in
   pursuit with his own servants, defeated them, was able to recover all
   the spoil and his nephew Lot. In the battle Chedorlaomer appears to
   have perished. The narrative is given in Gen 14.","",1
943,Cheek,"CHEEK . To be struck upon the cheek was, among the Hebrews, to be
   grossly insulted. In proof see 1 Kgs 22:24; Job 16:10; Matt 5:39.","",1
944,Cheese,"CHEESE was a common article of food among the Hebrews. The word occurs
   but three times in the Bible, and in each case the original word is
   different. 1 Sam 17:18; 2 Sam 17:29; Job 10:10. It is difficult to
   decide how far these terms correspond with our notion of cheese. In the
   original the first word means ""a cutting,"" ""ten sections of curds,""
   soft cheese; the root of the second word means ""to scrape,"" implying
   that the cheese was grated; while the third word means ""curdled milk.""
   The modern Bedouins use a kind of coagulated butter-milk, which is
   ground when dried hard, and eaten mixed with butter.","",1
945,Chelal,"CHE'LAL (perfection), one who had a strange wife. Ezr 10:30.","",1
946,Chelluh,"CHEL'LUH (completed), one who had a strange wife. Ezr 10:35.","",1
947,Chelub,"CHE'LUB (fruit-basket, or birdcage).
    1. One of Judah's posterity. 1 Chr 4:11.
    2. The father of one of David's officers. 1 Chr 27:26.","",1
948,Chelubai,"CHELU'BAI (capable), Hezron's son; same with Caleb. 1 Chr 2:9, 1 Sam
   30:18, 1 Chr 2:42.","",1
949,Chemarims,"CHEM'ARIMS (those who go about in black ;i.e. ascetics), priests of
   false gods. Zeph 1:4; 2 Kgs 23:5, margin; Hos 10:5, margin.","",1
950,Chemosh,"CHE'MOSH (subduer), the national deity of the Moabites, who were his
   people, as the Israelites are the people of Jehovah. Num 21:29; Jer
   48:7, 1 Chr 2:46; called ""the abomination of Moab."" 1 Kgs 11:7. Solomon
   introduced, 1 Kgs 11:7, and Josiah suppressed, 2 Kgs 23:13, his worship
   in Jerusalem. Upon the recently discovered Moabite Stone, King Mesha, 2
   Kgs 3:4, attributes to his god Chemosh his victories. See DIBON. The
   same traits of cruelty and lust prove him to have been identical with
   Molech, the god of the Ammonites. Jud 11:24. It was to Chemosh that
   Mesha offered his son. 2 Kgs 3:27; The god is also identified with
   Baal-Peor, Saturn, or Mars.","",1
951,Chenaanah,"CHENA'ANAH (merchant)
    1. The father of the false prophet Zedekiah. 1 Kgs 22:11, Jud 6:24; 2
       Chr 18:10, Heb 12:23.
    2. A Benjamite. 1 Chr 7:10; perhaps same as the preceding.","",1
952,Chenani,"CHEN'ANI (contracted from next name), a Levite who took part in the
   purification of the people under Ezra. Neh 9:4.","",1
953,Chenanv ah,"CHENANV AH (whom Jehovah hath made), a Levite chief in David's reign. 1
   Chr 15:22, Gen 1:27; 1 Chr 26:29.","",1
954,Chephar-haammonai,"CHE'PHAR-HAAM'MONAI (village of Ammonites), a village of Benjamin. Josh
   18:24.","",1
955,Chephirah,"CHEPHI'RAH (village), one of four towns of the Gibeonites, belonging to
   Benjamin, Josh 9:17; Josh 18:26 ; Ezr 2:25; probably now Kefir, 8 miles
   west of Gibeon. Conder gives it as Kejireh.","",1
956,Cheran,"CHE'RAN (lyre), a Horite chief's son. Gen 36:26; 1 Chr 1:41.","",1
957,Cherethims,"CHER'ETHIMS, identical with Cherethites.","",1
958,Cherethites,"CHER'ETHITES and PEL'ETHITES (executioners and couriers) formed the
   body-guard of King David. 2 Sam 8:18; 2 Sam 5:18; 2 Sam 20:7. It is
   probable they were mercenaries, originally Philistines, for Cherethite
   is connected with Pelethite, which was, it is likely, only another form
   of the word Philistine.","",1
959,Cherith,"CHE'RITH (gorge), THE BROOK, a brook or torrent ""before Jordan"" where
   the prophet Elijah was hid. 1 Kgs 17:5. Its location is much disputed.
   Robinson and several others identify it with Wady Kelt, a swift,
   brawling stream, 20 yards wide and feet deep, running into the Jordan
   from the west, a little south of Jericho. Some identify it with Wady
   Fusail, a little farther north, and yet others think it was some stream
   on the other, or eastern, side of the Jordan.","",1
960,Cherub,"CHER'UB. Ezr 2:59; Neh 7:61. A place in Babylonia; perhaps Cheripha of
   Ptolemy.","",1
961,Cherubim,"CHERUB, CHER'UBIM. Many derivations have been proposed. The best are
   from roots signifying either ""strong"" or ""to plough;"" hence, terrible.
   The cherubim were not angels, since altogether different occupations
   are given to them in the Bible. Thus angels are sent out upon messages,
   but the cherubim always are in the presence of God. They are winged,
   and are in appearance like combinations of parts of different animals.
   The word first occurs in Gen 3:24, and is applied to the guard which
   was placed over Eden after the expulsion of fallen man.

   ""It is remarkable that while there are precise directions as to their
   position, attitude, and material, Ex 26:18, etc., and descriptions, 2
   Chr 3:10-13, nothing is said about their shape, except that they were
   winged. On the whole, it seems likely that the word 'cherub' meant not
   only the composite creature

   Egyptian Winged Figures.

   form, of which the man, lion, ox, and eagle were the elements, but,
   further, some peculiar and mystical form."" -Smith:Dictionary of the
   Bible.

   According to the primitive conception, the cherubim were the bearers of
   God when he appeared in his glory upon the earth, Ps 18:10; so, in
   Ezekiel's vision, they carry the throne of God. Eze 11:22; cf. Eze
   1:19; Neh 10:16 ff. They are the ""wings of the wind,"" by which God in
   the thunder-cloud is borne to the world. Isa 19:1; Ps 104:3. Hence they
   are the witnesses of his presence: wherever they are, God is. How
   appropriately, therefore, were representations of them placed in the
   tabernacle and temple! In the former, two golden cherubim stood in the
   holy of holies, upon the mercy-seat. Ex 37:8. They were likewise
   pictured upon the curtains. Ex 26:1, 1 Chr 24:31; Ex 36:8, Ex 28:35. In
   Solomon's temple two colossal figures of the cherubim, overlaid with
   gold, stood upon the floor and overshadowed the ark, which was between
   them, in the holy of holies. 1 Kgs 6:27. They were also carved upon the
   doors, upon all the ""walls of the house,"" and put between
   representations of palm trees. 1 Kgs 6:29, Jud 1:32, Ex 28:35; 2 Chr
   3:7. Indeed, in all parts did they constitute, with lions, oxen, and
   palm trees, the ornamentation of the temple. 1 Kgs 7:29, Eze 23:36. The
   cherubim, therefore, testified that God was in the midst of his people.

   A second idea which they represent is that they were the watchers of
   the places where God is. They cover his glory from vulgar gaze; they
   stand in the service of the invisible and the unapproachable God. Comp.
   Ex 19:9, Ex 17:16; Gen 24:15.

   Similar winged creatures are met with in great variety in the legends
   and symbols of other peoples of antiquity, but the originality of the
   Hebrew cherubim is not to be disputed. Still, the forms which they
   assumed may have been in part derived from these nations. Very
   interesting is the comparison of the Hebrew cherubim with figures in
   the Egyptian and Assyrian temples.","",1
962,Chesalon,"CHES'ALON (strength), a place on the north-west of Judah, Josh 15:10;
   probably. Kesla, 8 miles west of Jerusalem.","",1
963,Chesed,"CHE'SED (gain), Nahor's son. Gen 22:22.","",1
964,Chesil,"CHE'SIL (fool, or idolatrous), in the south of Judah, Josh 15:30;
   probably the same as Bethul and Bethuel; if so, it may be at Beit Aula,
   7 miles northwest of Hebron.","",1
965,Chest,"CHEST . There are two Hebrew words so translated. The first is applied,

   Egyptian Chest or Box.

   in 2 Kgs 12:9-10; 2 Chr 24:8, 2 Chr 24:10-11, to the coffer into which
   the people threw their voluntary contributions for the repair of the
   temple under Joash. But the original word in every other place except
   Gen 50:26, where it is applied to Jacob's coffin, means the ark of the
   covenant. A different word altogether is used for Noah's and Moses's
   ""ark."" The second word occurs only in Eze 27:24, and means a
   treasure-chest where valuables are stored.","",1
966,Chestnut tree,"CHESTNUT TREE. Gen 30:37. Doubtless the translation here should be
   ""plane tree"" (Platanus orientalis). This tree closely resembles the
   well known American species which we call sycamore or buttonwood
   (Platanus occidentalis). The Oriental tree grows along streams in the
   north of Palestine, and when long spared attains great size. Eze 31:8.","",1
967,Chesulloth,"CHESUL'LOTH (loins, or flank), a town of Issachar; possibly the same as
   Chisloth-tabor. Josh 19:12, 1 Sam 30:18; now Ikeal, 4 miles west of
   Tabor.","",1
968,Chezib,"CHE'ZIB (lying), probably identical with Achzib, 2. Gen 38:5. Conder
   places it at 'Aia Kezbeh.","",1
969,Chidon,"CHI'DON. 1 Chr 13:9. Called also the threshing-floor of Nachon, 2 Sam
   6:6; it was near Jerusalem.","",1
970,Chief of asia,"CHIEF OF A'SIA . Acts 19:31. Certain wealthy persons were appointed
   annually in the Asiatic provinces of Rome to preside over the religious
   rites, public games, etc., which they maintained in honor of the gods,
   and at their own expense. They received their title from the name of
   the province; as, the chief of Caria was called cariarch, or of Lycia,
   lyciarch, etc. The title is properly ""asiarch,"" and was borne, it would
   seem, after the duties of the office had been discharged. This explains
   the reference in the Acts. These asiarchs, who advised Paul not to
   expose himself needlessly to the fury of the populace in Ephesus, may
   well have been friendly to the apostle, without being Christians.","",1
971,Chief priest,CHIEF PRIEST . See Priest.,"",1
972,Children,"CHIL'DREN . The term is used in A.V. where ""sons"" would better
   represent the Hebrew or Greek; as, ""the children of Abraham,"" ""the
   children of Israel,"" ""the children of God."" It was regarded among the
   Jews as not only a misfortune, but even a disgrace, if a married woman
   was barren. The more sons a man had, the more was he esteemed. The
   inheritance of the father was divided equally among all the sons,
   except the eldest, who received a double portion. The daughters got
   nothing unless there was no son, in which case they shared equally the
   property, and were forbidden to marry out of their father's tribe. Num
   27:7-12; Num 35:2, 1 Kgs 15:8. Wills were needless, and therefore
   unknown. The authority of the parent was very great, and children are
   commanded to reverence their parents. The law allowed children to be
   sold into bondage in payment of the parents' debts. Lev 25:39-41. We
   find allusions to the practical working of this law in 2 Kgs 4:1 and
   Matt 18:25.

   Child-birth in Eastern countries is usually, although not always,
   comparatively easy. Gen 35:17; Gen 38:27; Ex 1:19; 1 Sam 4:19-20. The
   newborn Hebrew child was washed, rubbed with salt, and wrapped in
   swaddling clothes, Luke 2:7; circumcised on the eighth day, when the
   name was given. Child-birth rendered the woman ceremonially unclean for
   40 days in the case of a son, and 80 in the case of a daughter. At the
   conclusion of the period she offered for her cleansing the sacrifices
   the Law prescribed. Lev 12. Women nursed their own children in most
   cases, and did not wean them until the lapse of 30 months, or even 3
   years. The weaning was made a festive occasion. This custom was very
   old. Gen 21:8. Daughters remained under the care of the mother until
   the period of marriage, but boys passed in their fifth year under the
   training of the father. See Education.","",1
973,Chileab,"CHIL'EAB (like to his father?), a son of Abigail by David, 2 Sam 3:3;
   called Daniel in 1 Chr 3:1.","",1
974,Chilion,"CHILI'ON (sickly), son of Naomi, and husband of Ruth. Ruth 1:2-5; Ruth
   4:9-10.","",1
975,Chilmad,"CHIL'MAD, a place or country, Eze 27:23; perhaps identical with
   Kalwadha, near Bagdad.","",1
976,Chimham,"CHIM'HAM . 2 Sam 19:37. It is possible he was a son of Barzillai, but
   it cannot be certainly inferred from 1 Kgs 2:7, which is sometimes
   cited to prove it. Some have supposed that David gave Chimham a parcel
   of land which was afterward known by his name. Jer 41:17.","",1
977,Chimney,CHIM'NEY . See Dwellings.,"",1
978,Chinnereth,"CHIN'NERETH, or CHIN'NEROTH . Josh 11:2. A fenced city of Naphtali, on
   the lake, or sea, of the same name; afterward called Gennesar, and
   about 3 miles north-west of Tiberias, according to Furst.","",1
979,"Chinnereth, sea of","CHIN'NERETH, SEA OF . See Galilee, Sea of.","",1
980,Chios,"CHI'OS, an island of the AEgean Sea, 5 miles from the coast of Ionia,
   in Asia Minor. It is 32 miles long and from 8 to 18 miles wide, and
   noted for its wines. Paul passed by it. Acts 20:14-15. Its modern name
   is Scio or Khio.","",1
981,Chisleu,CHIS'LEU . See Months.,"",1
982,Chislon,"CHIS'LON (confidence), the father of Elidad the Benjamite, who was
   chosen to represent his tribe in the division of the land. Num 34:21.","",1
983,Chisloth-tabor,"CHIS'LOTH-TA'BOR, either a mountain or a place. Josh 19:12. If the
   former, it is probably identical with Tabor; if the latter, it is
   perhaps to be found at Iksal, 2 1/2 miles west of Tabor.","",1
984,Chittim,"CHIT'TIM, or KIT'TIM. Num 24:24; Isa 23:1, Jud 4:12; Jer 2:10; Eze
   27:6; Dan 11:30. In these passages the ""isles,"" ""ships,"" ""products,""
   and ""people"" of Chittim are mentioned or alluded to; hence the name has
   generally been supposed to mean the island of Cyprus, though Kitto
   thinks it a general term applied to islands and coasts west of
   Palestine. See Cyprus.","",1
985,Chiun,"CHI'UN. Am 6:26. An idol which the Israelites made and worshipped in
   the wilderness. See Remphan.","",1
986,Chloe,"CHLO'E (green herb), a Christian woman, some of whose family told Paul
   of the dissensions in the Corinthian church. 1 Cor 1:11.","",1
987,Chorashan,CHORA'SHAN . 1 Sam 30:30. Probably the same as Ashan (Aseileb).,"",1
988,Chorazin,"CHORA'ZIN, a city named with Capernaum and Bethsaida in the woes
   pronounced by Christ. Matt 11:20-23; Luke 10:13. The identification of
   Chorazin depends largely, though not wholly, upon that of Capernaum.
   Robinson places it at Tell Hum, but others, with greater probability,
   fix its site at Kerdzeh, 2 1/2 miles west of Tell Hum, and west of the
   valley of the Jordan. The ruins cover a large area, and consist of a
   synagogue, the ornaments being cut in black basalt rock, walls of
   dwellings, columns which supported the roofs and doorways, some of them
   in a tolerably perfect condition, and a paved roadway leading to the
   great caravan-route to Damascus. See Capernaum.","",1
989,Chozeba,"CHOZE'BA . 1 Chr 4:22. It has generally been regarded as identical with
   Chezib and Achzib, but Conder places Chozeba at a ruin of importance in
   Wady Arnib, or valley of Berachoth, and called Kueiztbah, a name which
   is almost the exact equivalent for the Hebrew Chozeba.","",1
990,Christ,"CHRIST, JE'SUS . Matt 1:1. Christ is the official, Jesus the personal,
   name of our Lord. It is from the Greek word Christos, which signifies
   ""anointed,"" corresponding to the word Messiah in the Hebrew. He is
   called the Anointed in allusion to the custom of anointing with oil
   such as were set apart to a sacred or regal office, because by the
   Spirit he was anointed to the threefold office of prophet, priest, and
   king.

   The word ""Jesus"" is derived from a Hebrew word signifying ""to save,"" or
   ""sent to save."" Matt 1:21; Luke 2:11,2 Chr 11:21. The word ""Joshua"" has
   the same meaning, and is a very common name among the Hebrews, and
   should have been used in Acts 7:45 and Heb 4:8 instead of ""Jesus.""

   Jesus the Christ is a descriptive phrase, like John the Baptist. Matt
   26:63; Mark 8:29; Mark 14:61; John 1:20, Gal 4:25, 1 Chr 4:41; John
   6:69; John 7:41; John 10:24; John 11:27; John 20:31. The word ""Jesus""
   is almost always used alone in the Gospels, while, in the Acts and
   Epistles, ""Jesus Christ "" or ""Lord Jesus Christ"" is the prevailing
   expression.

   The first promise of the Messiah was given in Gen 3:16. The Son of God
   and all true believers are ""the seed of the woman."" Comp. Acts 13:23;
   Gal 4:4, and Heb 2:16 with John 17:21,Heb 12:23. The devil and all his
   servants represent the serpent and his seed. John 8:44; 1 John 3:8. The
   temptations, sufferings, and ignominious death of Christ, and the
   fierce opposition and persecution which his followers have endured, are
   significantly described by the bruising of the heel; while the complete
   victory which our Redeemer has himself achieved over sin and death, and
   which his grace enables the believer also to obtain, and the still more
   perfect and universal triumph which he will finally accomplish, are all
   strikingly illustrated by the bruising or crushing of the serpent's
   head.

   The books of heathen mythology furnish curious allusions to this
   passage of the Bible. In one of them Thor is represented as the eldest
   son of Odin, a middle divinity, a mediator between God and man, who
   bruised the head of the serpent and slew him. And in one of the oldest
   pagodas of India are found two sculptured figures, representing two
   incarnations of one of their supreme divinities, the first to be bitten
   by a serpent and the second to crush him.

   The promise thus given when man fell was supplemented by so many
   particulars in the course of the centuries that the coming Messiah was
   the great hope of Israel. In type and symbol, in poetry and prose, in
   prophecy and history, the Jews had set before them in increasing
   prominence and clearness the character and life and death of the
   promised Messiah, and yet, as a nation, they grossly misapprehended his
   character and the purpose of his mission. They were accustomed to
   regard his coming as the grand era in the annals of the world, for they
   spoke of the two great ages of history, the one as preceding and the
   other as following this wonderful event; but they perverted the
   spiritual character of the Messiah and his kingdom into that of a
   temporal deliverer and ruler.

   We find that about the time of the Messiah's appearance Simeon, Anna,
   and others of like faith, were eagerly expecting the promised
   salvation. Luke 2:25-38.

   At the appointed time the Redeemer of the world appeared. He was born
   in the year of the city of Rome 749 -i.e. 4 years before the beginning
   of our era- at Bethlehem, in Judea, of the Virgin Mary, who was
   espoused to Joseph; and through them he derived his descent from David,
   according to prophecy. Ps 89:3-4 and Ps 110:1. Comp. Acts 2:25, Eze
   23:36; Isa 11:1-10; Jer 23:5-6; Eze 34:23-24; Eze 37:24-25; John 7:42.
   The story of Christ's life is told with so much simplicity,
   completeness, and sweetness in the Gospels, and is at the same time so
   familiar to every Bible-reader, that it is not necessary here to repeat
   it. In one sentence, Jesus Christ was the incarnate God, whose coming
   was the fulfillment of prophecy; whose life was the exemplification of
   absolute sinlessness; whose death was the result of man's malice, and
   yet the execution of God's design and the atonement for the sins of the
   world; whose resurrection was the crowning proof of his divinity; whose
   ascension was a return to his abode, where he ever liveth to make
   intercession for us. To prove his character we have the unanimous
   testimony of eighteen centuries. ""The person of Christ is the miracle
   of history.""

   We claim for him perfect humanity and perfect divinity. He was not only
   the Son of man, but the Son of God in one undivided person. The term
   ""Son of man,"" which Christ applies to himself about eighty times in the
   Gospels, places him on a common level with other men as partaking of
   their nature and constitution, and at the same time above all other men
   as the absolute and perfect Man, the representative Head of the race,
   the second Adam. Comp, Rom 5:12 ff.; 1 Cor 15:27; Heb 1:8. While other
   great men are limited by national prejudice, Christ is the King of men,
   who draws all to him; he is the universal, absolute Man, elevated above
   the limitations of race and nationality. And yet he is most intensely
   human. The joys and sorrows of our common life are met by his deep and
   tender sympathy. All love him who know him. His foes are the cruel, the
   licentious, and the malicious. The records of the evangelists are not
   elaborate, artistic pages with many erasures, as if the writers had
   toiled after consistency. They are simple, straight-forward, guileless
   testimonies; and yet the impression they leave upon the attentive
   reader is that in Jesus Christ the plant of Humanity bore its rarest
   flower, the tree of Life its most precious fruit. It will be granted
   that the question of the justice of this claim turns upon his perfect
   sinlessness. Some have dared to say that while in the Gospels no sinful
   acts are recorded, there may have been sins which are unrecorded. But
   without fear he challenged his foes to convict him of sin. John 8:46.
   He was the only man who has made any such demand. Christ's sinlessness
   is confirmed by his own solemn testimony, the whole course of his life,
   and the very purpose for which he appeared. Self-deception in this case
   would border on madness, falsehood would overthrow the whole moral
   foundation of Christ's character. Hypocrites do not maintain themselves
   under such a strain. But besides being sinless, he was perfectly holy.
   He did not simply resist sin; he blended and exercised actively all
   virtues. The grandeur of his character removes him at once from all the
   sordidness, pettiness, and sinfulness of our every-day life. His memory
   comes to us with the refreshment of the cooling breeze on a summer's
   day. We can supplicate his help because we have seen him tried and
   triumphant, and we know his strength is great. All human goodness loses
   on closer inspection, but Christ's character grows more pure, sacred,
   and lovely the better we know him.

   But Jesus was likewise the Son of God, and so he is usually called by
   the apostles. The perfection of his humanity if matched by the
   perfection of his divinity. His Godhead comes out in many ways. He
   exercises a supernatural control over Nature. The waves sink at his
   command, the fig tree withers away, the water turns into wine. By his
   touch or word, without a prayer or any recognition of superior power,
   the lepers are cleansed, the blind see, and the lame walk. Higher yet
   does Christ go; he forgives sins - not with the ostentation of a
   presuming charlatan, but simply, decidedly, gently. He takes from the
   sinner his damning load by the same action which brings back health. He
   likewise intercedes with the Father for men. He claims equality and
   eternity with God. Twice God proclaims him as his Son. Accompanied by
   legions of angels, sustained by divine strength, Jesus of Nazareth
   lives as the express image of the Father, conquers the grave, rises
   from the dead, and ascends to take his place as God, blessed for ever.

   The Church has the daily experience of her Lord, who is present always
   in the hearts of all true believers. When souls yearn for cheer, when
   mourners cry out for comfort, when men need counsel, they seek Jesus;
   and they are supplied from the inexhaustible fount of his humanity.
   When the sinner feels the burden of his sin pressing heavily and groans
   for release, when the insolvent debtor falls at the feet of his Lord,
   crying, ""Have mercy!"" when the saint is set amid the perplexities of
   life, when he enters the valley of the shadow of death, when he comes
   to the brink of the river, -these are times when the perfect divinity
   of Jesus is proven to the satisfaction of the soul.

   ""Behold the God-Man!"" cries the Church; and this is the exultant
   exclamation of the soul left to its deepest instincts and noblest
   aspirations, the soul which was originally made for Christ, and finds
   in him the solution of all moral problems, the satisfaction of all its
   wants, the unfailing fountain of everlasting life and peace.

   Personal Appearance of Jesus Christ. -None of the evangelists- not even
   the beloved disciple and bosom-friend of Jesus- has given us the least
   hint of his countenance and stature. This was wise. We ought to cling
   to the Christ in the spirit rather than to the Christ in the flesh. Yet
   there must have been spiritual beauty in his face. He won the hearts of
   his disciples by a word. We are indeed left to conjecture merely, but
   we cannot read in the hints of his personal power any necessity for
   taking Isaiah's description of the suffering Messiah in all its literal
   baldness. There was nothing repulsive about Jesus. He had not the
   physiognomy of a sinner; a supernatural purity and dignity must have
   shone through the veil of his flesh.

   The first formal description of his looks dates from the fourth
   century-is, indeed, unauthentic, probably a monkish fabrication, and
   yet, because it is curious and has had a great influence upon the
   pictorial representations of Jesus, we insert it here. It is ascribed
   to Publius Lentulus, a heathen, supposed contemporary and friend of
   Pilate, in an apocryphal letter to the Roman Senate: ""In this time
   appeared a man, who lives till now -a man endowed with great powers.
   Men call him a great prophet; his own disciples term him the Son of
   God. His name is Jesus Christ. He restores the dead to life and cures
   the sick of all manner of diseases. This man is of noble and well
   proportioned stature, with a face full of kindness, and yet firmness,
   so that beholders both love him and fear him. His hair is the color of
   wine, and golden at the root, straight and without lustre, but from the
   level of the ears curling and glossy, and divided down the centre,
   after the fashion of the Nazarenes, His forehead is even and smooth,
   his face without blemish, and enhanced by a tempered bloom, his
   countenance ingenuous and kind. Nose and mouth are in no way faulty.
   His beard is full, of the same color as his hair, and forked in form;
   his eyes blue and extremely brilliant. In reproof and rebuke he is
   formidable; in exhortation and teaching, gentle and amiable of tongue.
   None have seen him to laugh, but many, on the contrary, to weep. His
   person is tall, his hands beautiful and straight. In speaking be is
   deliberate and grave and little given to loquacity; in beauty,
   surpassing most men.""

   It may be proper to suggest the leading points and principal references
   respecting the divinity of our Lord.

   I. The names and titles of the supreme Being are applied to him, John
   1:1; Rom 9:5; 1 John 5:20; Rev 1:11; comp. Isa 6:1-10 with John 12:41.

   II . The principal attributes of God are ascribed to Christ; as,
   eternity, John 1:1; John 8:58; Rev 23:13; superhuman knowledge, Matt
   9:4; John 16:30; John 21:17; omnipotence, Phil 3:21; Col 2:9-10;
   omnipresence. Matt 18:20; Matt 28:20; John 3:13; and unchangeableness.
   Heb 13:8.

   III . The works and prerogatives of God are ascribed to him, such as
   the creation of all things, John 1:1,Num 1:3; Col 1:16-17, and their
   preservation, Heb 1:3; forgiveness of sins, Dan 8:9; comp. with Ps 30;
   Matt 9:2, 1 Chr 24:6; Col 3:13; power to raise the dead and to judge
   the world. Matt 25:31-33; John 5:2-29;Rom 14:10; 2 Cor 5:10.

   IV . He is the object of religious worship. Phil 2:10-11; Heb 1:6; Rev
   5:11-13.

   We insert here, as a help in studying the harmony of the four Gospels,
   the chronological table of the life of Christ, from Schaff's Popular
   Commentary on the New Testament (New York, 1879), vol. i. p. 18.

   Outline of the Gospel History.

   The life of Christ has been of late studied with an eagerness, a
   keenness, and a wealth of illustration that argue well for the future.
   The question, ""What think ye of Christ?"" is asked to-day with peculiar
   emphasis. This new-born interest in the earthly life of the Founder of
   the Christian religion will bear fruit in the increased reverence of
   believers and the increased respect of his foes.

   Christs, False. Matt 24:24. Our Lord warned his disciples that false
   Christs should arise. Not less than 24 different persons of such
   pretensions have appeared, and the defence of their claims to the
   Messiahship has cost the Jews a great expense of life and treasure. One
   of them, Coziba, or Barchocheba, lived early in the second century. He
   put himself at the head of the Jewish nation as their Messiah; they
   adhered to him. The Romans made war upon him, and the Jews themselves
   allow that in their defence of this false Messiah they lost between
   500,000 and 600,000 souls! In the twelfth century not less than 8 or 10
   impostors appeared under the same name, and were followed by great
   numbers of the Jews. Most of them were punished for their imposture
   with death, and usually involved a multitude of their deluded followers
   in persecution and death. The last that gained any considerable number
   of converts was Mordecai, a Jew of Germany, who lived in 1682. He fled
   for his life, and his end is not known.","",1
991,Christian,"CHRIS'TIAN. Acts 26:28. This was a name given to the followers of our
   Saviour, and its proper beautiful meaning is ""a follower of Christ.""
   The Christians called themselves first ""disciples,"" ""believers,""
   ""brethren,"" ""saints."" The name ""Christian"" originated at Antioch. Acts
   11:26, about the year 42 or 43, and probably (like the names ""
   Nazarenes "" and ""Galilgeans "") as a term of reproach or contempt. The
   word occurs in only three places in the New Testament -viz. in the two
   passages before cited and in 1 Pet 4:16, where it is implied that the
   very name was associated with reproach and suffering. Tacitus (b. about
   a.d. 54), a profane historian, tells us of the low or vulgar people
   called the followers of Christ, or Christians.

   The term Christian is now employed (1) in contradistinction to pagans,
   Jews, and Mohammedans, and (2) to denote the open professors of
   religion, in contradistinction from those who are not professors. In
   some countries it is still a term of bitter reproach, and the
   assumption of it is attended with persecution, cruelty, and death.

   The Christian religion is received at the present day (as it is
   supposed) by nearly one-third of the inhabitants of the world -i. e.
   over 400,000,000 among 1,460,000,000. But in point of intelligence,
   civilization, and influence on the world the Christian nations far
   surpass all other nations combined. One of the most recent estimates is
   the following:


   Jews......................................7,000,000

   Mohammedans................230,000,000

   Pagans..............................793,000,000

   Roman Catholics..............216,000,000

   Protestants.......................130,000,000

   Eastern Christians.............84,000,000

   .......................................1,460,000,000","",1
992,Chronicles,"CHRON'ICLES . In its general signification, this term denotes a
   chronological history, or an account of facts and events in the order
   of time. The thirteenth and fourteenth books of the Old Testament,
   which among the ancient Jews formed only one book, are called the First
   and Second Book of Chronicles, and are in some sense supplemental to
   the two books of Kings, which precede them, with this difference -that
   the Chronicles are written from the sacerdotal point of view and
   present chiefly the fortunes of Jewish worship, while, the Kings are
   written from the prophetic view of the history of the theocracy. They
   appear to have been compiled from the national diaries or journals, and
   the constant Jewish tradition, which internal evidence supports, is
   that they were written by Ezra. These voluminous diaries are referred
   to frequently under different names, 1 Kgs 14:19; 1 Chr 27:24; Esth
   2:23, but are not to be confounded with the abstract which constitutes
   the books to which this article refers.

   The principal object of the author of these books was to point out,
   from the public records, the state of the different families before the
   Captivity and the distribution of the lands among them, that each tribe
   might, as far as possible, obtain the ancient inheritance of its
   fathers at its return. So that this portion of the Old Testament may be
   considered as an epitome of all the sacred history, but more especially
   of that from the origin of the Jewish nation to their return from the
   first captivity, embracing a period of nearly 3500 years. The first
   book traces the rise and propagation of the children of Israel from
   Adam, together with a circumstantial account of the reign and
   transactions of David; the second continues the narrative, and relates
   the progress and dissolution of the kingdom of Judaea (apart from
   Israel) to the year of the return of the people from Babylon. Samuel,
   Kings, and Chronicles should be read and compared together, as they
   relate substantially the same histories, though with different degrees
   of particularity and with different means of information, so that the
   whole contains but one history; and what is obscure or defective in one
   part may be explained or supplied in another.","",1
