id,naves_id,phrase,addenda,naves_for_transfer
16937,4068,JOSEPH REVEALING HIS IDENTITY,"",READINGS
16938,4068,THE DELIVERANCE OF THE ISRAELITES FROM PHARAOH,"",READINGS
16939,4068,SONG OF MOSES WHEN PHARAOH AND HIS ARMY WERE OVERTHROWN,"",READINGS
16940,4068,DAVID'S LAMENT OVER ABSALOM,"",READINGS
16941,4068,LIGHTS AND SHADOWS,"",READINGS
16942,4068,ELIJAH'S MIRACULOUS PRESERVATION,"",READINGS
16943,4068,ELISHA AND THE WIDOW'S OIL,"",READINGS
16944,4068,NAAMAN THE LEPER,"",READINGS
16945,4068,ESTHER'S TRIUMPH,"",READINGS
16946,4068,THE BREVITY OF LIFE,"",READINGS
16947,4068,NATURE'S TESTIMONY,"",READINGS
16948,4068,GOD'S CHALLENGE TO JOB,"",READINGS
16949,4068,THE ANIMALS OF THE FIELD,"",READINGS
16950,4068,THE RIGHTEOUS AND THE WICKED IN CONTRAST,"",READINGS
16951,4068,THE TRIUMPHANT KING,"",READINGS
16952,4068,MANKIND IN NATURE,"",READINGS
16953,4068,MANKIND IN EXTREMITY,"",READINGS
16954,4068,CONFIDENCE IN GOD,"",READINGS
16955,4068,THE KING OF GLORY,"",READINGS
16956,4068,THE GLORY OF GOD,"",READINGS
16957,4068,"GOD, OUR REFUGE","",READINGS
16958,4068,THE MAJESTY OF GOD,"",READINGS
16959,4068,THE JOY OF THE RIGHTEOUS,"",READINGS
16960,4068,THE STATE OF THE GODLY,"",READINGS
16961,4068,THE NEW SONG,"",READINGS
16962,4068,THE MAJESTY AND PROVIDENCE OF GOD,"",READINGS
16963,4068,IN CAPTIVITY,"",READINGS
16964,4068,THE OMNIPRESENCE OF GOD,"",READINGS
16965,4068,OLD AGE,"",READINGS
16966,4068,CHRIST'S KINGDOM FORESHADOWED,"",READINGS
16967,4068,THE OMNIPOTENCE AND INCOMPARABLENESS OF GOD,"",READINGS
16968,4068,THE WRATH OF GOD,"",READINGS
16969,4068,THE MAJESTY OF GOD,"",READINGS
16970,4068,MARY'S MAGNIFICAT,"",READINGS
16971,4068,THE PROPHETIC BLESSING OF ZACHARIAS,"",READINGS
16972,4068,THE BEATITUDES,"",READINGS
16973,4068,GOD'S PROVIDENCE,"",READINGS
16974,4068,WISE AND FOOLISH BUILDERS,"",READINGS
16975,4068,THE PARABLE OF THE GOOD SAMARITAN,"",READINGS
16976,4068,THE PARABLE OF THE PRODIGAL SON,"",READINGS
16977,4068,THE RAISING OF LAZARUS,"",READINGS
16978,4068,THE BETRAYAL OF JESUS BY JUDAS ISCARIOT,"",READINGS
16979,4068,THE RESURRECTION OF JESUS CHRIST,"",READINGS
16980,4068,PETER ON THE DAY OF PENTECOST,"",READINGS
16981,4068,STEPHEN'S DEFENSE,"",READINGS
16982,4068,PAUL AND SILAS IN PRISON,"",READINGS
16983,4068,PAUL ON MARS' HILL,"",READINGS
16984,4068,PAUL IN FRONT OF GOVERNOR FELIX,"",READINGS
16985,4068,PAUL IN FRONT OF AGRIPPA,"",READINGS
16986,4068,CHARITY,"",READINGS
16987,4068,THE NEW HEAVEN AND THE NEW EARTH,"",READINGS
16988,4068,THE RIVER OF LIFE,"",READINGS
16989,4069,"Son of Micah, a Reubenite","",REAIA
16990,4070,"1. A man of Judah, son of Shobal","",REAIAH
16991,4070,"1. A man of Judah, son of Shobal",Apparently called HAROEH,REAIAH
16992,4070,2. Ancestor of a family which returned to Jerusalem from,"",REAIAH
16993,4071,General scriptures concerning,"",REAPING
16994,4071,The ark of the covenant returned by the Philistines at the,"",REAPING
16995,4071,FIGURATIVE,See GLEANING,REAPING
16996,4072,With God,"",REASONING
16997,4072,God reasons with men,"",REASONING
16998,4072,Natural understanding,"",REASONING
16999,4072,To be applied to godly living,"",REASONING
17000,4072,Not a sufficient guide in human affairs,"",REASONING
17001,4072,Of the Pharisees,"",REASONING
17002,4072,Of Paul from the Scriptures,"",REASONING
17003,4072,The gospel cannot be explained by,"",REASONING
17004,4073,Killed by the Israelites,"",REBA
17005,4075,"The daughter of Bethuel, the grandniece of Abraham","",REBEKAH
17006,4075,Becomes Isaac's wife,"",REBEKAH
17007,4075,Mother of Esau and Jacob,"",REBEKAH
17008,4075,Passes as Isaac's sister,"",REBEKAH
17009,4075,Displeased with Esau's wives,"",REBEKAH
17010,4075,Prompts Jacob to deceive Isaac,"",REBEKAH
17011,4075,"Sends Jacob to Laban, her brother","",REBEKAH
17012,4075,Burial place of,"",REBEKAH
17013,4075,Called REBECCA,"",REBEKAH
17014,4076,Treasonable,"",REBELLION
17015,4076,INSTANCES OF,Absalom,REBELLION
17016,4076,INSTANCES OF,Sheba,REBELLION
17017,4076,INSTANCES OF,Revolt of the ten tribes,REBELLION
17018,4077,1. Son of Rimmon,"Murders Ish-bosheth, son of Saul; put to death by David",RECHAB
17019,4077,2. Father of Jehonadab,"",RECHAB
17020,4077,2. Father of Jehonadab,Ancestor of the Rechabites,RECHAB
17021,4077,3. Father of Malchiah,"",RECHAB
17022,4078,"A family of Kenites descended from Rechab, through Jonadab","",RECHABITES
17023,4078,Enjoined by Jonadab to drink no wine,"",RECHABITES
17024,4078,"Adhere to the injunction of abstinence; perpetuation of the","",RECHABITES
17025,4079,A city of unknown location,"",RECHAH
17026,4080,General scriptures concerning,"",RECIPROCITY
17027,4081,Between man and man,"",RECONCILIATION
17028,4081,Between Esau and Jacob,"",RECONCILIATION
17029,4081,Between Pilate and Herod Antipas,"",RECONCILIATION
17030,4081,BETWEEN GOD AND MAN,"",RECONCILIATION
17031,4082,Of Jericho,"",RECONNOISSANCE
17032,4082,Beth-el,"",RECONNOISSANCE
17033,4082,Laish,"",RECONNOISSANCE
17034,4084,"Jesus takes, from the pressures of his ministry","",REST
17035,4086,Of persons or property,"",REDEMPTION
17036,4086,Redemption money paid to priests,"",REDEMPTION
17037,4086,OF OUR SOULS,See JUBILEE,REDEMPTION
17038,4087,Of purification,"",RED HEIFER
17039,4088,The locusts which devastated Egypt destroyed in,"",RED SEA
17040,4088,"Israelites cross; Pharaoh and his army drowned in","",RED SEA
17041,4088,Israelites camp beside,"",RED SEA
17042,4088,The boundary of the promised land,"",RED SEA
17043,4088,Solomon builds ships beside,"",RED SEA
17044,4088,The wilderness of,"",RED SEA
17045,4089,A water plant,"",REED
17046,4089,Used as a measuring device (six cubits),"",REED
17047,4089,Mockingly given to Jesus as a symbol of royalty,"",REED
17048,4089,Jesus hit with,"",REED
17049,4089,FIGURATIVE,Of weakness,REED
17050,4090,A returned captive from Babylon,"",REELAIAH
17051,4090,Called RAAMIAH,"",REELAIAH
17052,4091,Of gold,"",REFINING
17053,4091,Of silver,"",REFINING
17054,4091,Of wine,"",REFINING
17055,4091,FIGURATIVE,Of the corrective judgments of God,REFINING
17056,4091,FIGURATIVE,Of the purity of the word of God,REFINING
17057,4092,CITIES OF,From the avenger of blood,REFUGE
17058,4092,CITIES OF,List of,REFUGE
17059,4092,CITIES OF,Roads made to,REFUGE
17060,4092,FIGURATIVE,Of Christ,REFUGE
17061,4093,Laws concerning,"",REFUGEE SLAVES
17062,4094,Son of Jahdai,"",REGEM
17063,4095,A captive sent as a messenger from the Jews in Babylon to,"",REGEM-MELECH
17064,4096,General scriptures concerning,"",REGENCY
17065,4097,General scriptures concerning,"",REGENERATION
17066,4097,INSTANCES OF,Jacob,REGENERATION
17067,4097,INSTANCES OF,King Saul,REGENERATION
17068,4097,INSTANCES OF,Saul of Tarsus,REGENERATION
17069,4098,Of Ehud,"",REGICIDE
17070,4098,Of King Saul,"",REGICIDE
17071,4098,Of Ish-bosheth,"",REGICIDE
17072,4098,Of Nadab,"",REGICIDE
17073,4098,Of Elah,"",REGICIDE
17074,4098,Of Joram,"",REGICIDE
17075,4098,Of Ahaziah,"",REGICIDE
17076,4098,Of Joash,"",REGICIDE
17077,4098,Of Amaziah,"",REGICIDE
17078,4098,Of Zachariah,"",REGICIDE
17079,4098,Of Shallum,"",REGICIDE
17080,4098,Of Pekahiah,"",REGICIDE
17081,4098,Of Pekah,"",REGICIDE
17082,4098,Of Sennacherib,"",REGICIDE
17083,4099,Of citizens,"",REGISTRATION
17084,4100,Son of Eliezer,"",REHABIAH
17085,4101,"1. Father of Hadadezer, king of Zobah","",REHOB
17086,4101,2. A Levite who sealed the covenant with Nehemiah,"",REHOB
17087,4101,3. A town in northern Israel,The limit of the investigation made by the twelve spies,REHOB
17088,4101,3. A town in northern Israel,Possessed by the Syrians,REHOB
17089,4101,3. A town in northern Israel,Called BETH-REHOB,REHOB
17090,4101,4. An unlocated town of Asher,"",REHOB
17091,4101,5. A Levitical city of Asher,"",REHOB
17092,4101,5. A Levitical city of Asher,Canaanites not driven from,REHOB
17093,4102,Successor to Solomon as king,"",REHOBOAM
17094,4102,Refuses to reform abuses,"",REHOBOAM
17095,4102,"Ten tribes, under the leadership of Jeroboam, successfully","",REHOBOAM
17096,4102,"Builds fortified cities; is temporarily prosperous","",REHOBOAM
17097,4102,Invaded by the king of Egypt and plundered,"",REHOBOAM
17098,4102,Death of,"",REHOBOAM
17099,4102,Genealogy and descendants of,"",REHOBOAM
17100,4102,Called ROBOAM,"",REHOBOAM
17101,4103,1. A city built by Asshur,"",REHOBOTH
17102,4103,2. A city of the Edomites,"",REHOBOTH
17103,4103,3. The name given to a well that was dug by Isaac and his,"",REHOBOTH
17104,4104,1. A captive who returned to Jerusalem from Babylon,"",REHUM
17105,4104,1. A captive who returned to Jerusalem from Babylon,Called NEHUM,REHUM
17106,4104,"2. A chancellor who wrote a letter to Artaxerxes, influencing","",REHUM
17107,4104,3. A Levite who repaired part of the wall of Jerusalem,"",REHUM
17108,4104,4. A Jew of the exile who signed the covenant with Nehemiah,"",REHUM
17109,4104,5. A priest who returned to Jerusalem from the captivity in,"",REHUM
17110,4105,An Israelite who remained loyal to David at the time of the,"",REI
17111,4107,"1. A king of the Midianites, killed by the Israelites","",REKEM
17112,4107,2. A son of Hebron,"",REKEM
17113,4107,3. A city in territory of Benjamin,"",REKEM
17114,4109,FALSE,"",RELIGION
17115,4109,NATIONAL,Supported by taxes,RELIGION
17116,4109,NATIONAL,Priests supported by the State,RELIGION
17117,4109,NATIONAL,Subverted by Jeroboam,RELIGION
17118,4109,NATIONAL,Established by Jeroboam,RELIGION
17119,4109,NATURAL,"",RELIGION
17120,4109,TRUE,See REVIVALS,RELIGION
17121,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Abel,RELIGION
17122,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Noah,RELIGION
17123,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Abraham,RELIGION
17124,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Jacob,RELIGION
17125,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Moses,RELIGION
17126,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Jethro,RELIGION
17127,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Joshua,RELIGION
17128,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Gideon,RELIGION
17129,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Samuel,RELIGION
17130,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Solomon,RELIGION
17131,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Jehu,RELIGION
17132,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Hezekiah,RELIGION
17133,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Jehoshaphat,RELIGION
17134,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Jabez,RELIGION
17135,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Asa,RELIGION
17136,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Josiah,RELIGION
17137,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Daniel,RELIGION
17138,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,"The three Hebrews (Shadrach, Meshach, and Abed-nego)",RELIGION
17139,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Zacharias,RELIGION
17140,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Simeon,RELIGION
17141,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,"Anna, the prophetess",RELIGION
17142,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,The Roman centurion,RELIGION
17143,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,"Cornelius, another centurion",RELIGION
17144,4109,INSTANCES OF OUTSTANDING RELIGIOUS PERSONS,Eunice and Lois,RELIGION
17145,4110,"Father of Pekah, king of Israel","",REMALIAH
17146,4113,General scriptures concerning,"",REMORSE
17147,4113,INSTANCES OF,David,REMORSE
17148,4113,INSTANCES OF,Peter,REMORSE
17149,4113,INSTANCES OF,Judas,REMORSE
17150,4114,"(Ripping, tearing))","Of garments, an outward sign of affliction",RENDING
17151,4114,FIGURATIVE,"",RENDING
17152,4114,FIGURATIVE,Symbol of the dissolution of a kingdom,RENDING
17153,4115,Land,"",RENTING
17154,4115,Houses,"",RENTING
17155,4116,Attributed to God,"",REPENTANCE
17156,4116,The burden of the preaching,Of John the Baptist,REPENTANCE
17157,4116,The burden of the preaching,Of Jesus,REPENTANCE
17158,4116,Exhortation to,"",REPENTANCE
17159,4116,Condition of God's favor,"",REPENTANCE
17160,4116,Unavailing,To Israel,REPENTANCE
17161,4116,Unavailing,To Esau,REPENTANCE
17162,4116,UNCLASSIFIED SCRIPTURES RELATING TO,"",REPENTANCE
17163,4116,INSTANCES OF,"Joseph's brothers, of their maltreatment of Joseph",REPENTANCE
17164,4116,INSTANCES OF,"Pharaoh, of his hardness of heart",REPENTANCE
17165,4116,INSTANCES OF,"Balaam, of his spiritual blindness",REPENTANCE
17166,4116,INSTANCES OF,Of worshiping the golden calf,REPENTANCE
17167,4116,INSTANCES OF,"Of their complaining because of lack of bread and water,",REPENTANCE
17168,4116,INSTANCES OF,When rebuked by an angel for not expelling the Canaanites,REPENTANCE
17169,4116,INSTANCES OF,"Of their idolatry, when afflicted by the Philistines",REPENTANCE
17170,4116,INSTANCES OF,In asking for a king,REPENTANCE
17171,4116,INSTANCES OF,"In the time of Asa, by the preaching of Azariah",REPENTANCE
17172,4116,INSTANCES OF,By the preaching of Oded,REPENTANCE
17173,4116,INSTANCES OF,Under the influence of Hezekiah,REPENTANCE
17174,4116,INSTANCES OF,"Achan, because of his theft",REPENTANCE
17175,4116,INSTANCES OF,"Saul, at the rebuke of Samuel for not destroying the",REPENTANCE
17176,4116,INSTANCES OF,"David, at the rebuke of Nathan, the prophet, for his sins of",REPENTANCE
17177,4116,INSTANCES OF,"Rehoboam, when his kingdom was invaded, and Jerusalem was",REPENTANCE
17178,4116,INSTANCES OF,"Hezekiah, at the time of his sickness",REPENTANCE
17179,4116,INSTANCES OF,When reproved by the prophet Micah,REPENTANCE
17180,4116,INSTANCES OF,"Ahab, when reproved by Elijah for Ahab's idolatry",REPENTANCE
17181,4116,INSTANCES OF,Jehoahaz,REPENTANCE
17182,4116,INSTANCES OF,"Josiah, when he heard the law of God which had been",REPENTANCE
17183,4116,INSTANCES OF,"Manasseh, when he was carried away captive to Babylon by the",REPENTANCE
17184,4116,INSTANCES OF,At the dedication of the second temple,REPENTANCE
17185,4116,INSTANCES OF,Because of their idolatrous marriages,REPENTANCE
17186,4116,INSTANCES OF,Because of their oppressive usury,REPENTANCE
17187,4116,INSTANCES OF,After hearing the law expounded by Ezra,REPENTANCE
17188,4116,INSTANCES OF,By the preaching of Haggai,REPENTANCE
17189,4116,INSTANCES OF,"Jonah, after his punishment",REPENTANCE
17190,4116,INSTANCES OF,"The Ninevites, by the preaching of Jonah",REPENTANCE
17191,4116,INSTANCES OF,"The Jews, by the preaching of John the Baptist",REPENTANCE
17192,4116,INSTANCES OF,The woman who anointed Jesus with oil,REPENTANCE
17193,4116,INSTANCES OF,The disobedient son,REPENTANCE
17194,4116,INSTANCES OF,The Prodigal Son,REPENTANCE
17195,4116,INSTANCES OF,"Peter, because of his denial of Jesus",REPENTANCE
17196,4116,INSTANCES OF,Judas,REPENTANCE
17197,4116,INSTANCES OF,"The Ephesians, by the preaching of Paul",REPENTANCE
17198,4116,EXEMPLIFIED,"",REPENTANCE
17199,4118,A porter of the temple during the time of David,"",REPHAEL
17200,4119,A grandson of Ephraim,"",REPHAH
17201,4120,1. A descendant of David,"",REPHAIAH
17202,4120,2. A Simeonite captain,"",REPHAIAH
17203,4120,"3. Son of Tola, from the tribe of Issachar","",REPHAIAH
17204,4120,4. A descendant of Jonathan,"",REPHAIAH
17205,4120,4. A descendant of Jonathan,Called RAPHA,REPHAIAH
17206,4120,5. Governor over half of Jerusalem during the time of Nehemiah,"",REPHAIAH
17207,4121,"1. An ancient people of Israel, of great stature","",REPHAIM
17208,4121,"1. An ancient people of Israel, of great stature",R. V.),REPHAIM
17209,4121,"2. A valley; the boundary between the territories of Judah and","",REPHAIM
17210,4121,"2. A valley; the boundary between the territories of Judah and",The battleground of David and the Philistines,REPHAIM
17211,4121,"2. A valley; the boundary between the territories of Judah and",The productiveness of,REPHAIM
17212,4122,A camping place of Israel in their wandering of forty years,"",REPHIDIM
17213,4123,MAJORITY AND MINORITY,Of spies,REPORTS
17214,4124,General scriptures concerning,"",REPROBACY
17215,4124,INSTANCES OF,Israel,REPROBACY
17216,4124,INSTANCES OF,Eli's house,REPROBACY
17217,4124,INSTANCES OF,Saul,REPROBACY
17218,4126,General scriptures concerning,"",REPROOF
17219,4126,FAITHFULNESS IN,"Moses, of Pharaoh",REPROOF
17220,4126,FAITHFULNESS IN,"Moses, of the Israelites",REPROOF
17221,4126,FAITHFULNESS IN,"Moses, of Eleazar",REPROOF
17222,4126,FAITHFULNESS IN,"Moses, of Korah",REPROOF
17223,4126,FAITHFULNESS IN,"Israelites, of the two and one-half tribes",REPROOF
17224,4126,FAITHFULNESS IN,"Israelites, of the tribe of Benjamin",REPROOF
17225,4126,FAITHFULNESS IN,"Samuel, of Saul",REPROOF
17226,4126,FAITHFULNESS IN,"Jonathan, of Saul",REPROOF
17227,4126,FAITHFULNESS IN,"Nathan, of David",REPROOF
17228,4126,FAITHFULNESS IN,"Joab, of David",REPROOF
17229,4126,FAITHFULNESS IN,"The prophet Gad, of David",REPROOF
17230,4126,FAITHFULNESS IN,"Shemaiah, of Rehoboam",REPROOF
17231,4126,FAITHFULNESS IN,"A prophet of Judah, of Jeroboam",REPROOF
17232,4126,FAITHFULNESS IN,"Elijah, of Ahab",REPROOF
17233,4126,FAITHFULNESS IN,"Elijah, of Ahaziah",REPROOF
17234,4126,FAITHFULNESS IN,"Micaiah, of Ahab",REPROOF
17235,4126,FAITHFULNESS IN,"Elisha, of Jehoram",REPROOF
17236,4126,FAITHFULNESS IN,"Elisha, of Gehazi",REPROOF
17237,4126,FAITHFULNESS IN,"Elisha, of Hazael",REPROOF
17238,4126,FAITHFULNESS IN,"Elisha, of Jeroboam",REPROOF
17239,4126,FAITHFULNESS IN,"Isaiah, of Hezekiah",REPROOF
17240,4126,FAITHFULNESS IN,"Jehoash, of Jehoiada",REPROOF
17241,4126,FAITHFULNESS IN,"Azariah, of Asa",REPROOF
17242,4126,FAITHFULNESS IN,"Azariah, of Uzziah",REPROOF
17243,4126,FAITHFULNESS IN,"Hanani, of Asa",REPROOF
17244,4126,FAITHFULNESS IN,"Jehu, of Jehoshaphat",REPROOF
17245,4126,FAITHFULNESS IN,"Zechariah, of the princes of Judah",REPROOF
17246,4126,FAITHFULNESS IN,"Oded, of the people of Samaria",REPROOF
17247,4126,FAITHFULNESS IN,"Jeremiah, of the cities of Judah",REPROOF
17248,4126,FAITHFULNESS IN,"Ezra, of the men of Judah and Benjamin",REPROOF
17249,4126,FAITHFULNESS IN,"Nehemiah, of the Jews",REPROOF
17250,4126,FAITHFULNESS IN,"Nehemiah, of the corruptions in the temple, and of the",REPROOF
17251,4126,FAITHFULNESS IN,"Daniel, of Nebuchadnezzar",REPROOF
17252,4126,FAITHFULNESS IN,"Daniel, of Belshazzar",REPROOF
17253,4126,FAITHFULNESS IN,"Amos, of the Israelites",REPROOF
17254,4126,FAITHFULNESS IN,"Jesus, of the Jews, when the Pharisees and the Sadducees",REPROOF
17255,4126,FAITHFULNESS IN,"Jesus, of the scribes and Pharisees",REPROOF
17256,4126,FAITHFULNESS IN,"Jesus, of the Pharisees",REPROOF
17257,4126,FAITHFULNESS IN,"Jesus, of the Pharisees, when they brought the woman to him",REPROOF
17258,4126,FAITHFULNESS IN,Of the king's feast,REPROOF
17259,4126,FAITHFULNESS IN,Of the two sons,REPROOF
17260,4126,FAITHFULNESS IN,Of the vineyard,REPROOF
17261,4126,FAITHFULNESS IN,Of the barren fig tree,REPROOF
17262,4126,FAITHFULNESS IN,The withering of the fig tree,REPROOF
17263,4126,FAITHFULNESS IN,"John the Baptist, of the Jews",REPROOF
17264,4126,FAITHFULNESS IN,"John the Baptist, of Herod Antipas",REPROOF
17265,4126,FAITHFULNESS IN,"Peter, of Simon, the sorcerer",REPROOF
17266,4126,FAITHFULNESS IN,"Stephen, of the high priest",REPROOF
17267,4126,FAITHFULNESS IN,"Paul, of Elymas (Bar-Jesus), the sorcerer",REPROOF
17268,4126,FAITHFULNESS IN,"Paul, of Ananias, the high priest",REPROOF
17269,4126,FAITHFULNESS IN,"Paul and Silas, of the magistrates of Philippi",REPROOF
17270,4126,DESPISED,By the Israelites,REPROOF
17271,4126,DESPISED,By Ahab,REPROOF
17272,4126,DESPISED,By Asa,REPROOF
17273,4126,DESPISED,By Herodias,REPROOF
17274,4126,DESPISED,By the people of Nazareth,REPROOF
17275,4126,DESPISED,By the Jewish leaders,REPROOF
17276,4127,GOOD,"",REPUTATION
17277,4128,Grandson of Ephraim,"",RESHEPH
17278,4129,General scriptures concerning,"",RESIGNATION
17279,4129,EXEMPLIFIED,"",RESIGNATION
17280,4130,To the aged,"",RESPECT
17281,4130,To rulers,"",RESPECT
17282,4130,To an army,"",RESPECT
17283,4130,To one another,"",RESPECT
17284,4131,(Partiality)),"",RESPECT OF PERSONS
17285,4131,God does not have,"",RESPECT OF PERSONS
17286,4132,Attempts to shift,Adam,RESPONSIBILITY
17287,4132,Attempts to shift,Eve,RESPONSIBILITY
17288,4132,Attempts to shift,Sarah,RESPONSIBILITY
17289,4132,Attempts to shift,Esau,RESPONSIBILITY
17290,4132,Attempts to shift,Aaron,RESPONSIBILITY
17291,4132,Attempts to shift,Saul,RESPONSIBILITY
17292,4132,Attempts to shift,Pontius Pilate,RESPONSIBILITY
17293,4132,Assumed by the Jewish leaders for the death of Jesus,"",RESPONSIBILITY
17294,4132,Personal,"",RESPONSIBILITY
17295,4132,ACCORDING TO PRIVILEGE,"",RESPONSIBILITY
17296,4133,General scriptures concerning,"",RESPONSIVE RELIGIOUS SERVICE
17297,4134,Days of,See SABBATH,REST
17298,4134,"The annual feasts, added rest days","",REST
17299,4134,Recommended by Jesus,"",REST
17300,4134,HEAVENLY,"",REST
17301,4134,SPIRITUAL,"",REST
17302,4135,"To be made for injury to life, limb, or property","",RESTITUTION
17303,4135,To be made for theft,"",RESTITUTION
17304,4135,To be made for dishonesty,"",RESTITUTION
17305,4136,Of all things,See ISRAELITES,RESTORATION
17306,4137,General scriptures concerning,"",RESURRECTION
17307,4137,FIGURATIVE,Of regeneration,RESURRECTION
17308,4137,TYPIFIED,Isaac,RESURRECTION
17309,4137,TYPIFIED,Jonah,RESURRECTION
17310,4137,SYMBOLICAL,"",RESURRECTION
17311,4138,General scriptures concerning,"",RETALIATION
17312,4138,INSTANCES OF,The Israelites on the Amalekites,RETALIATION
17313,4138,INSTANCES OF,Gideon on the princes of Succoth,RETALIATION
17314,4138,INSTANCES OF,The kings of Midian,RETALIATION
17315,4138,INSTANCES OF,Penuel,RETALIATION
17316,4138,INSTANCES OF,Joab on Abner,RETALIATION
17317,4138,INSTANCES OF,David on Michal,RETALIATION
17318,4138,INSTANCES OF,David on Joab,RETALIATION
17319,4138,INSTANCES OF,David on Shimei,RETALIATION
17320,4138,INSTANCES OF,Jews on the Chaldeans,RETALIATION
17321,4140,Son of Peleg and an ancestor of Abraham,"",REU
17322,4141,Son of Jacob,"",REUBEN
17323,4141,Brings mandrakes (an aphrodisiac) to his mother,"",REUBEN
17324,4141,"Commits incest with one of his father's concubines, and, in","",REUBEN
17325,4141,Adroitly seeks to save Joseph from the conspiracy of his,"",REUBEN
17326,4141,Jacob's prophetic benediction upon,"",REUBEN
17327,4141,His children,"",REUBEN
17328,4142,"Military enrollment of, at Mount Sinai","",REUBENITES
17329,4142,"Military enrollment of, in Moab","",REUBENITES
17330,4142,"Place of, in camping and marching","",REUBENITES
17331,4142,Standard of,"",REUBENITES
17332,4142,Have their inheritance east of the Jordan River,"",REUBENITES
17333,4142,Assist the other tribes in conquest of the region west of the,"",REUBENITES
17334,4142,Unite with the other tribes in building a monument to signify,"",REUBENITES
17335,4142,Reproached by Deborah,"",REUBENITES
17336,4142,Taken captive into Assyria,"",REUBENITES
17337,4143,1. Son of Esau,"",REUEL
17338,4143,2. Father-in-law of Moses,"",REUEL
17339,4143,3. Father of Eliasaph,See JETHRO,REUEL
17340,4143,3. Father of Eliasaph,Called DEUEL,REUEL
17341,4143,4. A Benjamite,"",REUEL
17342,4144,A concubine of Nahor,"",REUMAH
17343,4145,God reveals himself to Moses,"",REVELATION
17344,4145,The law is revealed,"",REVELATION
17345,4145,The pattern of the temple is revealed,"",REVELATION
17346,4145,The sonship of Jesus is revealed,"",REVELATION
17347,4146,Forbidden,"",REVENGE
17348,4146,Jesus an example of forbearing,"",REVENGE
17349,4146,Rebuked by Jesus,"",REVENGE
17350,4146,Inconsistent with the will of Christ,"",REVENGE
17351,4146,Proceeds from a spiteful heart,"",REVENGE
17352,4146,Punishment for,"",REVENGE
17353,4146,EXEMPLIFIED,By Simeon and Levi,REVENGE
17354,4146,EXEMPLIFIED,By Samson,REVENGE
17355,4146,EXEMPLIFIED,By Joab,REVENGE
17356,4146,EXEMPLIFIED,By Absalom,REVENGE
17357,4146,EXEMPLIFIED,By Jezebel,REVENGE
17358,4146,EXEMPLIFIED,By Ahab,REVENGE
17359,4146,EXEMPLIFIED,By Haman,REVENGE
17360,4146,EXEMPLIFIED,By the Edomites,REVENGE
17361,4146,EXEMPLIFIED,By the Philistines,REVENGE
17362,4146,EXEMPLIFIED,By Herodias,REVENGE
17363,4146,EXEMPLIFIED,By James and John,REVENGE
17364,4146,EXEMPLIFIED,By the chief priests,REVENGE
17365,4147,Solomon's,"",REVENUE
17366,4148,For God,"",REVERENCE
17367,4148,For God's house,"",REVERENCE
17368,4148,For servants of God,"",REVERENCE
17369,4148,For kings,"",REVERENCE
17370,4148,For magistrates,"",REVERENCE
17371,4148,For parents,"",REVERENCE
17372,4148,For the aged,"",REVERENCE
17373,4149,Of Jesus,"",REVILING
17374,4150,RELIGIOUS,"",REVIVALS
17375,4150,RELIGIOUS,Prayer for,REVIVALS
17376,4150,RELIGIOUS,Prophecies concerning,REVIVALS
17377,4150,INSTANCES OF,Under Joshua,REVIVALS
17378,4150,INSTANCES OF,Samuel,REVIVALS
17379,4150,INSTANCES OF,Elijah,REVIVALS
17380,4150,INSTANCES OF,Jehoash and Jehoiada,REVIVALS
17381,4150,INSTANCES OF,Hezekiah,REVIVALS
17382,4150,INSTANCES OF,Josiah,REVIVALS
17383,4150,INSTANCES OF,Asa,REVIVALS
17384,4150,INSTANCES OF,Manasseh,REVIVALS
17385,4150,INSTANCES OF,In Nineveh,REVIVALS
